"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"1487998","occ","","","138218","Mimodactylus libanensis","species","401909","Late Cenomanian","","100.5","93.9","71289","Chordata","Reptilia","Pterosauria","Mimodactylidae","Mimodactylus","35.746944","34.131943","LB","","","estimated from map","seconds","small collection","Near the town of Hjoûla located 35 km NNE of Beirut and 10 km inland from Jbail, Lebanon\r\n\r\nThe Microtuban altivolans specimen was purchased by the SMNK from a fossil dealer with local contacts and thus the exact provenance of the specimen is uncertain and worthy of discussion. The SMNK was initially told that the pterosaur originated from a quarry at Hâqel, although doubts were raised during discussions with another local dealer. We were later informed that this fossil had probably not been removed from the quarry of Hâqel but was likely from the nearby locality of Hjoûla (Roy Nohra, personal communication). As Hjoûla is only ~4 km south of Hâqel it is conceivable that the fossil dealers and middle men were uncertain as to the specimen’s exact provenance. The sediments of Hâqel, however, contain a moderate amount of bioclasts and are noticeably whiter in colouration than those of Hjoûla, which are more micritic. A comparison of the grey limestone slab with other specimens housed at the SMNK leads us to propose the Early Cenomanian locality of Hjoûla as the true provenance of this specimen. This conclusion could be further confirmed by a thin section or petrographic analysis, but these were beyond the scope of this investigation."
"1499994","occ","","","208784","Afrotapejara zouhri","species","414550","Late Albian","Early Cenomanian","106.2","93.9","72064","Chordata","Reptilia","Pterosauria","Tapejaridae","Afrotapejara","-4.228333","31.647499","MA","Drâa-Tafilalet","Errachidia","stated in text","seconds","small collection","The specimen was reportedly collected from a series of small excavations in the Kem Kem beds near a small plateau called Ikhf N’ Taqmout (Takmout). One important fossil locality lies close to the prominent tajine-shaped hill of Al Gualb (1,100 m) and is close to the Spinosaurus aegyptiacus excavation site described by Ibrahim et al. (2014). This extensive area of fossil digging is centred around 31°36’55.87”N – 4°15’42.67” W. A second important area of fossil digging, and lying slightly closer to the Taqrout plateau is within and adjacent to a sandstone quarry at Lamaaka at 31°38’51.13” N – 4°13’41.47” W. This latter area is the most likely source of the fossil described here (Martill et al. 2020)."
"1501175","occ","","","209058","Nicorhynchus fluviferox","species","416416","Early Cenomanian","","100.5","93.9","72178","Chordata","Reptilia","Pterosauria","Anhangueridae","Nicorhynchus","-3.870278","30.897499","MA","Drâa-Tafilalet","Errachidia","stated in text","seconds","outcrop","Aferdou N’ Chaft, a small collection of outliers of the Kem Kem Plateau some 4 km S of the oasis of Hassi El Begaa in the southern Tafilalt of SE Morocco"
"1521035","occ","","","115074","Albadraco tharmisensis","species","424522","Early Maastrichtian","","72.1","66","73444","Chordata","Reptilia","Pterosauria","Azhdarchidae","Albadraco","23.553547","46.028996","RO","Alba","","estimated from map","6","small collection","Oarda de Jos, Alba District, 2 km N of Vurpar along the R bank of Sebes River, 3 km S of Alba Iulia and 1 km upstream of junction with Mures River"
"1522635","occ","","","123906","Rhamphorhynchus muensteri","species","95812","Early Tithonian","","149.2","146.3","32121","Chordata","Reptilia","Pterosauria","Rhamphorhynchidae","Rhamphorhynchus","11.145000","48.910000","DE","Bayern","","based on nearby landmark","2","local area",""
"1522636","occ","","","212954","Pterodactylus micronyx","species","164691","Early Tithonian","","149.2","146.3","46700","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Pterodactylus","11.145000","48.910000","DE","","","based on nearby landmark","2","local area","Unspecified quarries in the Eichstätt/Schernfeld/Solnhofen area"
"1522637","occ","","","122586","Germanodactylus rhamphastinus","species","156752","Early Tithonian","","149.2","146.3","61049","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Germanodactylus","11.145000","48.910000","DE","Bavaria","","based on nearby landmark","2","local area",""
"1522641","occ","","","212956","Rhamphorhynchus muensteri","species","95812","Early Tithonian","","149.2","146.3","46700","Chordata","Reptilia","Pterosauria","Rhamphorhynchidae","Rhamphorhynchus","11.145000","48.910000","DE","","","based on nearby landmark","2","local area","Unspecified quarries in the Eichstätt/Schernfeld/Solnhofen area"
"1522643","occ","","","139551","Rhamphorhynchus muensteri","species","95812","Early Tithonian","","149.2","146.3","32121","Chordata","Reptilia","Pterosauria","Rhamphorhynchidae","Rhamphorhynchus","11.145000","48.910000","DE","Bayern","","based on nearby landmark","2","local area",""
"1522644","occ","","","117534","Rhamphorhynchus muensteri","species","95812","Early Tithonian","","149.2","146.3","32121","Chordata","Reptilia","Pterosauria","Rhamphorhynchidae","Rhamphorhynchus","11.110000","48.900002","DE","Bayern","","based on nearby landmark","1","outcrop",""
"1526669","occ","","","209058","Leptostomia begaaensis","species","426086","Early Cenomanian","","100.5","93.9","73818","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Leptostomia","-3.870278","30.897499","MA","Drâa-Tafilalet","Errachidia","stated in text","seconds","outcrop","Aferdou N’ Chaft, a small collection of outliers of the Kem Kem Plateau some 4 km S of the oasis of Hassi El Begaa in the southern Tafilalt of SE Morocco"
"1526670","occ","","","209058","Apatorhamphus gyrostega","species","426088","Early Cenomanian","","100.5","93.9","73819","Chordata","Reptilia","Pterosauria","Chaoyangopteridae","Apatorhamphus","-3.870278","30.897499","MA","Drâa-Tafilalet","Errachidia","stated in text","seconds","outcrop","Aferdou N’ Chaft, a small collection of outliers of the Kem Kem Plateau some 4 km S of the oasis of Hassi El Begaa in the southern Tafilalt of SE Morocco"
"1555648","occ","","","92421","Kunpengopterus antipollicatus","species","435924","Late Bathonian","Early Kimmeridgian","168.2","152.2","76359","Chordata","Reptilia","Pterosauria","Wukongopteridae","Kunpengopterus","119.991112","40.868057","CN","Liaoning","Jianchang","stated in text","seconds","local area","Daxishan fossil site, Longlongta town, Jianchang county; section extends from 40° 51' 45"" N, 119° 59' 59"" E (240 m asl) to 40° 52' 20"" N, 119° 59' 03"" E (309m asl)."
"1559814","occ","","","220134","Mistralazhdarcho maggii","species","378236","Late Campanian","","83.6","72.1","67167","Chordata","Reptilia","Pterosauria","Azhdarchidae","Mistralazhdarcho","6.106141","43.606697","FR","Provence-Alpes-Côte d'Azur","Bouches-du-Rhône","estimated from map","6","outcrop","Velaux-La Bastide Neuve, 35 km W of Draguignan, Bouches du Rhône Department, southern France. In the Fox-Amphoux syncline."
"1559940","occ","","","79429","Saraikisaurus minhui","species","437516","Late Maastrichtian","","72.1","66","76848","Chordata","Reptilia","Pterosauria","Saraikisauridae","Saraikisaurus","69.400002","29.688057","PK","Balochistan","Barkhan","stated in text","seconds","outcrop","Top Kinwa – along upper part of Kinwa stream, Vitakri area, Central Sulaiman Range, Barkhan District, Balochistan. Two eastern sites, in the top reaches on the east."
"1561495","occ","","","153647","Klobiodon rochei","species","438188","Bathonian","","168.2","165.3","77011","Chordata","Reptilia","Pterosauria","Rhamphorhynchidae","Klobiodon","-1.430000","51.860001","UK","Oxfordshire","","","2","","Stonesfield slate, Stonesfield, near Oxford"
"1561496","occ","","","168798","Sinomacrops bondei","species","438190","Callovian","Oxfordian","165.3","154.8","77012","Chordata","Reptilia","Pterosauria","Anurognathidae","Sinomacrops","119.366699","40.483334","CN","Hebei","Qinglong","based on nearby landmark","6","outcrop","Mutoudeng town, Qinglong county, northern Hebei province"
"1569367","occ","","","221560","Hamipterus tianshanensis","species","304280","Early Barremian","Early Aptian","125.77","119.5","77626","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Hamipterus","92.500000","42.750000","CN","Xinjiang","","estimated from map","minutes","small collection","Hami, Xinjiang"
"1574692","occ","","","60845","Uktenadactylus rodriguesae","species","442516","Barremian","","125.77","121.4","78324","Chordata","Reptilia","Pterosauria","Anhangueridae","Uktenadactylus","-1.476667","50.661667","UK","England","Isle of Wight","estimated from map","seconds","small collection","sea cliffs at Sedmore (Sudmoor) Point, Isle of Wight"
"1587629","occ","39659","","213192","Tacuadactylus luciae","species","455711","Kimmeridgian","Tithonian","154.8","145","81628","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Tacuadactylus","-55.961945","-31.702223","UY","Tacuarembó","","stated in text","seconds","outcrop","Bidegain Quarry"
"1587728","occ","","","101091","Wightia declivirostris","species","452554","Barremian","","125.77","121.4","80131","Chordata","Reptilia","Pterosauria","Tapejaridae","Wightia","-1.128611","50.663612","UK","England","Isle of Wight","stated in text","seconds","small collection","National Grid Reference SZ 61693 85223"
"1590195","occ","","","92290","Kariridraco dianae","species","454212","Late Aptian","","119.5","113","81184","Chordata","Reptilia","Pterosauria","Tapejaridae","Kariridraco","-39.266666","-7.216667","BR","Ceará","","estimated from map","minutes","basin","unknown and unspecified localities from the Romualdo Member of the Chapada do Araripe (= Araripe Basin), S Ceará, NE Brazil"
"1590607","occ","","","61381","Dearc sgiathanach","species","454355","Middle Bathonian","","168.2","165.3","81241","Chordata","Reptilia","Pterosauria","Rhamphorhynchidae","Dearc","-6.140670","57.584530","UK","Scotland","","stated in text","5","small collection","S of Rubha nam Brathairean (Rudha nam Braithairean = Brothers' Point), Trotternish peninsula, Isle of Skye; NG 526 625"
"1593262","occ","","","182613","Pachagnathus benitoi","species","455530","Norian","","227","208.5","81563","Chordata","Reptilia","Pterosauria","Raeticodactylidae","Pachagnathus","-67.266670","-31.633333","AR","San Juan","Caucete","estimated from map","minutes","outcrop",""
"1593276","occ","","","219506","Thanatosdrakon amaru","species","455536","Late Coniacian","Early Santonian","89.8","83.6","81565","Chordata","Reptilia","Pterosauria","Azhdarchidae","Thanatosdrakon","-69.369003","-37.071999","AR","Mendoza","","based on nearby landmark","3","small collection","north of Agua del Padrillo, area of the Potasio Río Colorado mine"
"1593287","occ","","","182613","Yelaphomte praderioi","species","455549","Norian","","227","208.5","81563","Chordata","Reptilia","Pterosauria","Raeticodactylidae","Yelaphomte","-67.266670","-31.633333","AR","San Juan","Caucete","estimated from map","minutes","outcrop",""
"1593845","occ","39658","","225433","Tacuadactylus luciae","species","455711","Kimmeridgian","Tithonian","154.8","145","81628","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Tacuadactylus","-56.028851","-31.877199","UY","Tacuarembó","","estimated from map","5","small collection","situated about 2 km northwest of Batoví Hill (close to Batoví Quarry "
"1601074","occ","39775","","226360","Dimorphodon weintraubi","species","139626","Pliensbachian","","192.9","184.2","7715","Chordata","Reptilia","Pterosauria","Dimorphodontidae","Dimorphodon","-99.516670","26.600000","MX","Tamaulipas","","based on nearby landmark","seconds","local area","Huizachal Canyon, near towns of Huizachal, Anacahuita, and La Joya, 15 km SW of Ciudad Victoria, Tamaulipas, Mexico."
"1607130","occ","","","48853","Istiodactylus latidens","species","135363","Barremian","","125.77","121.4","30319","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Istiodactylus","-1.446693","50.654175","UK","England","Isle of Wight","based on nearby landmark","6","outcrop","Collections by W. D. Fox from unspecificed localities near Brook, Isle of Wight, England. Coordinates for town of Brook."
"1607131","occ","","","48853","Ornithodesmus cluniculus","species","66728","Barremian","","125.77","121.4","24479","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Ornithodesmus","-1.446693","50.654175","UK","England","Isle of Wight","based on nearby landmark","6","outcrop","Collections by W. D. Fox from unspecificed localities near Brook, Isle of Wight, England. Coordinates for town of Brook."
"1622227","occ","","","229463","Bennettazhia oregonensis","species","67873","Albian","","113","100.5","84064","Chordata","Reptilia","Pterosauria","Azhdarchidae","Bennettazhia","-120.172974","44.602558","US","Oregon","Wheeler","stated in text","5","",""
"1625986","occ","","","106705","Epapatelo otyikokolo","species","471772","Early Maastrichtian","","72.1","66","84671","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Epapatelo","12.383333","-14.266667","AO","Namibe","","based on nearby landmark","minutes","small collection","Region to the north of the Bentiaba River, near the commune of Bentiaba, Moçâmedes Municipality, Namibe Province, Angola"
"1626370","occ","","","230204","Wellnhopterus brevirostris","species","472031","Late Maastrichtian","","72.1","66","84754","Chordata","Reptilia","Pterosauria","Azhdarchidae","Wellnhopterus","-103.250000","29.250000","US","Texas","Brewster","based on nearby landmark","minutes","small collection","No exact locality details given beyond Big Bend National Park"
"1626371","occ","","","230205","Quetzalcoatlus northropi","species","133904","Late Maastrichtian","","72.1","66","84754","Chordata","Reptilia","Pterosauria","Azhdarchidae","Quetzalcoatlus","-103.442749","29.337259","US","Texas","Brewster","based on nearby landmark","6","small collection",""
"1635455","occ","","","231911","Petrodactyle wellnhoferi","species","477219","Early Tithonian","","149.2","146.3","85903","Chordata","Reptilia","Pterosauria","Gallodactylidae","Petrodactyle","10.992670","48.859890","DE","Bavaria","Eichstätt","stated in text","5","local area",""
"1636119","occ","","","231928","Balaenognathus maeuseri","species","477223","Late Kimmeridgian","","152.2","149.2","85921","Chordata","Reptilia","Pterosauria","Ctenochasmatidae","Balaenognathus","11.118216","50.038513","DE","Bavaria","Wattendorf","","6","","Slightly North-west to the Wattendorf"
"1638990","occ","","","232021","Thapunngaka shawi","species","478714","Albian","","113","100.5","86018","Chordata","Reptilia","Pterosauria","Anhangueridae","Thapunngaka","142.933609","-20.426111","AU","Queensland","","stated in text","seconds","","Wunumara Country in a locality historically known as ‘Cambridge Quarry’, which is located on Morungle Station, a large pastoral property covering approximately 242 square kilometres (24,200 ha). The quarry is located a few hundred metres off the Richmond-Woolgar Road, about 40 km northwest of the township of Richmond, North West Queensland, Australia"
"1658035","occ","","","235290","Haliskia peterseni","species","492615","Late Albian","","106.2","100.5","88687","Chordata","Reptilia","Pterosauria","Anhangueridae","Haliskia","143.097504","-20.643888","AU","Queensland","","based on nearby landmark","seconds","outcrop","Dig Site 3, NW of Richmond, Queensland, Australia."
"1660397","occ","","","235710","Pteranodon longiceps","species","52932","Early Campanian","Middle Campanian","83.6","72.1","89012","Chordata","Reptilia","Pterosauria","NO_FAMILY_SPECIFIED","Pteranodon","-104.220833","43.014999","US","Wyoming","","estimated from map","seconds","outcrop","410-meter-long escarpment"
