Name,Family,Infraorder,Suborder,Order,Taxon Size,Diet,Max MYA,Min MYA,Early Age,Late Age,Early Period,Late Period
Silvisaurus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,106.2,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Stegopelta,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Struthiosaurus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,3,Herbivore,83.6,66,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Taohelong,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,125.77,113,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Tatankacephalus,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,113,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Texasetes,Nodosauridae,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,106.2,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Dracopelta,,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,146.3,145,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Kunbarrasaurus,,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,106.2,100.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Sarcolestes,,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,165.3,161.5,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Sinankylosaurus,,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Spicomellus,,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,168.2,161.5,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Vectipelta,,Ankylosauria,Thyreophora,Ornithischia,1,Herbivore,140.6,139.8,Berriasian,Berriasian,Lower Cretaceous,Lower Cretaceous
Dacentrurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,    ,Herbivore,154.8,121.4,Kimmeridgian,Barremian,Upper Jurassic,Lower Cretaceous
Miragaia,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,2,Herbivore,154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Thyreosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,168.2,161.5,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Chungkingosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,168.2,161.5,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Gigantspinosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,168.2,161.5,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Changdusaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,174.7,161.5,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Hesperosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,157.9,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Jiangjunosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,161.5,154.8,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Lexovisaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,0,Herbivore,165.3,154.8,Callovian,Oxfordian,Middle Jurassic,Upper Jurassic
Loricatosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,165.3,161.5,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Mongolostegus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,121.4,100.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Stegosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,8,Herbivore,161.5,93.9,Oxfordian,Cenomanian,Upper Jurassic,Upper Cretaceous
Yingshanosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,168.2,161.5,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Adratiklit,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,168.2,161.5,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Baiyinosaurus,,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,168.2,165.3,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Bashanosaurus,,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,168.2,161.5,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Huayangosaurus,Huayangosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,170.9,154.8,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Isaberrysaura,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,170.9,168.6,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic
Kentrosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,161.5,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Paranthodon,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,145,132.6,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Tuojiangosaurus,Stegosauridae,Stegosauria,Thyreophora,Ornithischia,1,Herbivore,168.2,161.5,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Emausaurus,,Basal Thyreophora,Thyreophora,Ornithischia,1,Herbivore,184.2,174.7,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Jakapil,,Basal Thyreophora,Thyreophora,Ornithischia,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Scelidosaurus,Scelidosauridae,Basal Thyreophora,Thyreophora,Ornithischia,1,Herbivore,208.5,174.7,Rhaetian,Toarcian,Upper Triassic,Lower Jurassic
Scutellosaurus,,Basal Thyreophora,Thyreophora,Ornithischia,1,Herbivore,201.4,184.2,Hettangian,Pliensbachian,Lower Jurassic,Lower Jurassic
Yuxisaurus,,Basal Thyreophora,Thyreophora,Ornithischia,1,Herbivore,192.9,184.2,Pliensbachian,Pliensbachian,Lower Jurassic,Lower Jurassic
Agilisaurus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,170.9,154.8,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Eocursor,,,Basal Ornithischia,Ornithischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Hexinlusaurus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,170.9,154.8,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Jeholosaurus,Jeholosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,125.77,119.5,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Kulindapteryx (Synonymous to Kulindadromeus),Jeholosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,168.2,145,Bathonian,Tithonian,Middle Jurassic,Upper Jurassic
Albertadromeus,Thescelosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Koreanosaurus,Thescelosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Orodromeus,Thescelosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,86.3,66,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Oryctodromeus,Thescelosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,106.2,93.9,Albian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Zephyrosaurus,Thescelosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,121.4,93.9,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Fona,Thescelosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Nevadadromeus,Thescelosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,100.5,93.9,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Notohypsilophodon,Thescelosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,100.5,89.8,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Parksosaurus,Thescelosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Haya,Thescelosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,86.3,72.1,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous
Kulindadromeus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,168.2,145,Bathonian,Tithonian,Middle Jurassic,Upper Jurassic
Minimocursor,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,149.2,139.8,Tithonian,Berriasian,Upper Jurassic,Lower Cretaceous
Sanxiasaurus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,184.2,170.9,Toarcian,Aalenian,Lower Jurassic,Middle Jurassic
Yandusaurus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,170.9,168.2,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic
Gongbusaurus,,,Neornithischia,Ornithischia,2,Herbivore,168.2,154.8,Bathonian,Oxfordian,Middle Jurassic,Upper Jurassic
Xiaosaurus,,,Neornithischia,Ornithischia,1,Herbivore,170.9,154.8,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Abrictosaurus,Heterodontosauridae,Basal Neornithischia,Neornithischia,Ornithischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Fruitadens,Heterodontosauridae,Basal Neornithischia,Neornithischia,Ornithischia,1,Herbivore,149.2,145,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Heterodontosaurus,Heterodontosauridae,Basal Neornithischia,Neornithischia,Ornithischia,1,Herbivore,201.4,184.2,Hettangian,Pliensbachian,Lower Jurassic,Lower Jurassic
Lycorhinus,Heterodontosauridae,Basal Neornithischia,Neornithischia,Ornithischia,2,Herbivore,201.4,184.2,Hettangian,Pliensbachian,Lower Jurassic,Lower Jurassic
Echinodon,Heterodontosauridae,Basal Neornithischia,Neornithischia,Ornithischia,1,Herbivore,152.2,139.8,Kimmeridgian,Berriasian,Upper Jurassic,Lower Cretaceous
Manidens,Heterodontosauridae,Basal Neornithischia,Neornithischia,Ornithischia,1,Herbivore,182.9,174.7,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Pegomastax,Heterodontosauridae,Basal Neornithischia,Neornithischia,Ornithischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Chilesaurus,,,,Indeterminate,1,,149.2,145,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Ferganocephale,,,,Ornithischia,1,Herbivore,165.3,161.5,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Krzyzanowskisaurus,Parasuhcidae,Eucrocopoda,Phytosauria,Archosauria,1,Carnivore,237,208.5,Carnian,Norian,Upper Triassic,Upper Triassic
Laquintasaura,,,Basal Ornithischia,Ornithischia,1,Herbivore,201.4,199.5,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Lesothosaurus,,Basal Neornithischia,Neornithischia,Ornithischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Pisanosaurus,,,,Indeterminate,1,Herbivore,237,227,Carnian,Carnian,Upper Triassic,Upper Triassic
Actiosaurus,Anchisauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,208.5,201.4,Rhaetian,Rhaetian,Upper Triassic,Upper Triassic
Gyposaurus,Anchisauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,174.7,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic
Gresslyosaurus,Plateosauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,201.4,Norian,Rhaetian,Upper Triassic,Upper Triassic
Yimenosaurus,Plateosauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,199.5,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Bagualosaurus,,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,237,208.5,Carnian,Norian,Upper Triassic,Upper Triassic
Eucnemesaurus,Riojasauridae,Prosauropoda,Sauropodomorpha,Saurischia,2,Herbivore,227,201.4,Norian,Rhaetian,Upper Triassic,Upper Triassic
Riojasaurus,Riojasauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Aardonyx,,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Blikanasaurus,Blikanasauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,201.4,Norian,Rhaetian,Upper Triassic,Upper Triassic
Camelotia,Melanorosauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,208.5,201.4,Rhaetian,Rhaetian,Upper Triassic,Upper Triassic
Gongxianosaurus,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,184.2,174.7,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Irisosaurus,,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,192.9,184.2,Pliensbachian,Pliensbachian,Lower Jurassic,Lower Jurassic
Jingshanosaurus,,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,199.5,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Ledumahadi,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Leonerasaurus,,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,192.9,184.2,Pliensbachian,Pliensbachian,Lower Jurassic,Lower Jurassic
Melanorosaurus,Melanorosauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,192.9,Norian,Sinemurian,Upper Triassic,Lower Jurassic
Meroktenos,,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,201.4,Norian,Rhaetian,Upper Triassic,Upper Triassic
Mussaurus,Mussauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,199.5,192.9,Sinemurian,Sinemurian,Lower Jurassic,Lower Jurassic
Schleitheimia,,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Sefapanosaurus,,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,199.5,Norian,Hettangian,Upper Triassic,Lower Jurassic
Seitaad,,,Sauropodomorpha,Saurischia,1,Herbivore,192.9,174.7,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic
Xingxiulong,,,Sauropodomorpha,Saurischia,1,Herbivore,201.4,199.5,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Yizhousaurus,,,Sauropodomorpha,Saurischia,1,Herbivore,199.5,192.9,Sinemurian,Sinemurian,Lower Jurassic,Lower Jurassic
Yunnanosaurus,,,Sauropodomorpha,Saurischia,3,Herbivore,201.4,184.2,Hettangian,Pliensbachian,Lower Jurassic,Lower Jurassic
Adeopapposaurus,Massospondylidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,174.7,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic
Coloradisaurus,Massospondylidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Glacialisaurus,Massospondylidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,199.5,184.2,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic
Ignavusaurus,Massospondylidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Leyesaurus,Massospondylidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,174.7,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic
Lufengosaurus,Massospondylidae,Prosauropoda,Sauropodomorpha,Saurischia,3,Herbivore,201.4,168.2,Hettangian,Bajocian,Lower Jurassic,Middle Jurassic
Massospondylus,Massospondylidae,Prosauropoda,Sauropodomorpha,Saurischia,3,Herbivore,237,174.7,Carnian,Toarcian,Upper Triassic,Lower Jurassic
Ngwevu,Massospondylidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Pradhania,Massospondylidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Sarahsaurus,Massospondylidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,199.5,184.2,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic
Anchisaurus,Anchisauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Musankwa,,,Sauropodomorpha,Saurischia,1,Herbivore,237,208.5,Carnian,Norian,Upper Triassic,Upper Triassic
Tuebingosaurus,,,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Jaklapallisaurus,Unaysauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,201.4,Norian,Rhaetian,Upper Triassic,Upper Triassic
Macrocollum,Unaysauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Agnosphitys,Guaibasauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,237,227,Carnian,Carnian,Upper Triassic,Upper Triassic
Guaibasaurus,Guaibasauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Issi,Plateosauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Plateosauravus,Plateosauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,201.4,Norian,Rhaetian,Upper Triassic,Upper Triassic
Plateosaurus,Plateosauridae,Prosauropoda,Sauropodomorpha,Saurischia,7,Herbivore,227,199.5,Norian,Hettangian,Upper Triassic,Lower Jurassic
Ruehleia,Plateosauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Unaysaurus,Plateosauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Xixiposaurus,Plateosauridae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Chromogisaurus,Saturnaliidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,237,227,Carnian,Carnian,Upper Triassic,Upper Triassic
Pampadromaeus,Saturnaliidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,237,208.5,Carnian,Norian,Upper Triassic,Upper Triassic
Panphagia,Saturnaliidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,237,227,Carnian,Carnian,Upper Triassic,Upper Triassic
Saturnalia,Saturnaliidae,Prosauropoda,Sauropodomorpha,Saurischia,1,Herbivore,237,208.5,Carnian,Norian,Upper Triassic,Upper Triassic
Arcusaurus,,,Sauropodomorpha,Saurischia,1,Herbivore,201.4,192.9,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Asylosaurus,,,Sauropodomorpha,Saurischia,1,Herbivore,208.5,201.4,Rhaetian,Rhaetian,Upper Triassic,Upper Triassic
Buriolestes,,,Sauropodomorpha,Saurischia,1,Herbivore,237,227,Carnian,Carnian,Upper Triassic,Upper Triassic
Efraasia,,,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Eoraptor,,,Sauropodomorpha,Saurischia,1,Herbivore,237,227,Carnian,Carnian,Upper Triassic,Upper Triassic
Kholumolumo,,,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Mbiresaurus,,,Sauropodomorpha,Saurischia,1,Herbivore,237,227,Carnian,Carnian,Upper Triassic,Upper Triassic
Nambalia,,,Sauropodomorpha,Saurischia,1,Herbivore,227,208.5,Norian,Norian,Upper Triassic,Upper Triassic
Pantydraco,,,Sauropodomorpha,Saurischia,1,Herbivore,237,227,Carnian,Carnian,Upper Triassic,Upper Triassic
Qianlong,,,Sauropodomorpha,Saurischia,1,Herbivore,199.5,192.9,Sinemurian,Sinemurian,Lower Jurassic,Lower Jurassic
Thecodontosaurus,,,Sauropodomorpha,Saurischia,2,Herbivore,247.2,192.9,Anisian,Sinemurian,Middle Triassic,Lower Jurassic
Abrosaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,170.9,154.8,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Analong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,170.9,168.2,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic
Anhuilong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,174.7,161.5,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Bellusaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,161.5,154.8,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Chuanjiesaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,170.9,168.2,Bajocian,Bajocian,Middle Jurassic,Middle Jurassic
Daanosaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Eomamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,174.7,161.5,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Huangshanlong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,174.7,161.5,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Hudiesaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Jingia,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,149.2,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Klamelisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,165.3,161.5,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Mamenchisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,7,Herbivore,168.2,113,Bathonian,Aptian,Middle Jurassic,Lower Cretaceous
Omeisaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,8,Herbivore,174.7,145,Aalenian,Tithonian,Middle Jurassic,Upper Jurassic
Qijianglong,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,161.5,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Rhomaleopakhus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Tonganosaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,201.4,174.7,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic
Wamweracaudia,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,149.2,145,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Xinjiangtitan,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,168.2,145,Bathonian,Tithonian,Middle Jurassic,Upper Jurassic
Yuanmousaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,174.7,161.5,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Amargasaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Amargatitanis,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,125.77,121.4,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Bajadasaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,140.6,132.6,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Brachytrachelopan,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,146.3,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Dicraeosaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,2,Herbivore,161.5,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Dyslocosaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Kaatedocus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,149.2,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Lingwulong,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,174.7,161.5,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Pilmatueia,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,139.8,132.6,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Smitanosaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,146.3,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Suuwassea,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,149.2,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Tharosaurus,Dicraeosauridae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,168.2,165.3,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Ardetosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,154.8,149.2,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Barosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,157.9,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Dinheirosaurus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,1,Herbivore,152.2,149.2,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Diplodocus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,3,Herbivore,157.9,145,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Galeamopus,Diplodocidae,Sauropoda,Sauropodomorpha,Saurischia,2,Herbivore,154.8,145,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
